TweetID,Username,CreateDate,Biased,Keyword,Text,IHRA_Binary_7B,JDA_Binary_7B,IHRA_Binary_8B,JDA_Binary_8B,text_length,IHRA_FP_7B,IHRA_FP_8B,JDA_FP_7B,JDA_FP_8B,length_bin
1278673728331792384,MichelleNewDay,2020-07-02 12:55:48+00:00,0,Israel,@BeholdIsrael Why would Israel care what Trump says? Who is he to Israel? He doesn’t decide the future of anything! The Trump worship amongst evangelicals is sickening!,1,0,0,0,168,1,0,0,0,161-200
1283393408778870785,ManillegirlUSA,2020-07-15 13:30:07+00:00,0,Israel,"Q told you to trust sessions, ignore Israel, trust the plan, eat popcorn, enjoy the show and STFU about who Q was or what his motives were. You feel me as being aggressive because you’re a sheep. #QAnon is for weak people who don’t mind abandoning their posts. https://t.co/5RvzAuSgco",1,1,0,1,284,1,0,1,1,281-320
1266067376484888585,Lucia_BK,2020-05-28 18:02:39+00:00,0,Israel,Norman Finkelstein's new book indicts the International Criminal Court for whitewashing Israel https://t.co/BwDeye2Jcp,1,0,0,0,118,1,0,0,0,81-120
1335599604876926976,AlArabiya_Eng,2020-12-06 14:58:54+00:00,0,Israel,"Saudi Arabia’s former ambassador to the US Prince Turki al-Faisal Al Saud criticizes Israel at the International Institute for Strategic Studies (IISS) Manama Dialogue in Bahrain, where Israel’s foreign minister opposed his remarks.\n\n#IISSMD20\n\nhttps://t.co/uJORsD3m0V",1,0,0,0,272,1,0,0,0,241-280
1240961418628927490,wotisay,2020-03-20 11:20:32+00:00,0,Israel,"Israel denies 23,500 Palestinians ID-cards, which in turn means no passport, no leave, no return, no exist, &amp; neither do your kids #BDS https://t.co/D7FGm6CRQh",1,0,0,0,163,1,0,0,0,161-200
1261795950974038016,norcalpunkman,2020-05-16 23:09:32+00:00,0,Israel,@DrHananAshrawi Shameful they do all they can to shield Israel from being held accountable for human rights abuses of Palestinians.,1,0,0,0,131,1,0,0,0,121-160
1296411221441294342,soulofice_,2020-08-20 11:38:16+00:00,0,Israel,It’s insane how the news of Israel bombing Gaza barely makes it to the newspapers. It’s so normalized and Palestinian lives are so dehumanized by the West that they don’t even believe it’s relevant news. https://t.co/ZxBkQ6xmPx,1,0,0,0,227,1,0,0,0,201-240
1331524192630697985,corpomeow,2020-11-25 09:04:40+00:00,0,Israel,"Belarusian people are very disappointed with the decision of Israel to present diplomatic credentials to A. Lukashenka, which was already shown by Lukashenka’s propaganda as a victory and a sign of legitimization of Lukashenka’s regime, and all horrible atrocities it commits",1,0,0,0,275,1,0,0,0,241-280
1294636068264980480,Zeitkammer1312,2020-08-15 14:04:26+00:00,0,Israel,@SpiteLesbian Israel,1,0,0,1,20,1,0,0,1,0-80
1314611147023151104,ThEViLLaGeR105,2020-10-09 16:58:16+00:00,0,Israel,"@the_hindu Israel makes sea water drinkable, while indian experts think this is not possible. When you are made an expert out of reservation, this sort of nonsense is normal thing.",1,0,0,0,180,1,0,0,0,161-200
1345246070415257620,JnFfetpizonioa7,2021-01-02 05:50:31+00:00,0,Israel,"@DrewBarrymore @PlutoTV @DrewBarrymoreTV then the peer pressure forms exclusivity against Galilean (trade route for thousands of years, many Nations) Judaeo (we are all for GOD's Impartial Freedom) JESUS is not exclusive to Judah part of Israel, GOD Chose That Area, so, Galilean Judaeo Christianity is of all Nations...",1,0,0,0,320,1,0,0,0,281-320
1345327675951489025,swilkinsonbc,2021-01-02 11:14:47+00:00,0,Israel,"Palestinian residents fear israel is about to destroy 100s of Palestinian homes over the next few weeks, knowing it can get away with it #BDS https://t.co/24Y7UIP3LT",1,0,0,0,165,1,0,0,0,161-200
1345448975294287873,simonedelavega,2021-01-02 19:16:47+00:00,0,Israel,"Learn more about NYC’s epic response to the 1947 smallpox outbreak, and the visionary leadership of Israel Weinstein, the health commissioner at the time:\nhttps://t.co/bY9pECRT4q",1,0,0,0,179,1,0,0,0,161-200
1344968145350635522,ed_lamon,2021-01-01 11:26:08+00:00,0,Israel,"21. And all the men of his city shall stone him with stones, that he die: so shalt thou put evil away from among you; and all Israel shall hear, and fear.\nDeu 21:21 KJV",1,0,0,1,169,1,0,0,1,161-200
1345043949401092103,daly2me,2021-01-01 16:27:21+00:00,0,Israel,@SecPompeo The virus is WW111 and you did nothing about it. All you are worrying about is you Jewish friends in Israel. Story changes in 20 days. Good riddance and I hope you get charged for lying to the senate’s.,1,1,0,1,213,1,0,1,1,201-240
1345093409497821186,WoodwarddianneJ,2021-01-01 19:43:54+00:00,0,Israel,"@aharring Americas are still colonizing the land &amp; stealing the resources of native Americans, so of course they share great kinship with Israel.",1,0,0,1,149,1,0,0,1,121-160
1345113411290619906,keller_lind,2021-01-01 21:03:22+00:00,0,Israel,"Translation: Only Israel and US reject UN funding for commemorating the Wannsee Conference...\n___________________\n\n2 to 167: Just Israel, US reject UN budget, over alleged bias against Jerusalem https://t.co/7xQJCQjv8K via @timesofisrael",1,1,0,0,240,1,0,1,0,201-240
1345269768580952067,CaitJonesKerry,2021-01-02 07:24:41+00:00,0,Israel,"@LebanonaME @simoncoveney @MichealMartinTD You don’t need to watch the real violence in this video. A soldier “accidentally” discharged his gun into an unarmed man’s neck, leaving him paralysed. Please use our position on the Security Council to act against these criminal acts by Israel.",1,0,0,1,288,1,0,0,1,281-320
1346157511976624128,HusamettinAslan,2021-01-04 18:12:15+00:00,0,Israel,"Israel has vaccinated over 10% of its population for #COVID19, the highest rate in the world.\n\nIt is also distributing the vaccine in the occupied West Bank — but only to Israelis on illegal settlements, not the almost 3 million Palestinians who are under Israeli occupation. https://t.co/jajsS48qUg",1,1,0,0,301,1,0,1,0,281-320
1164635639553200128,B52Malmet,2019-08-22 20:29:09+00:00,0,Jews,“The President's daughter and son-in-law -- who are Modern Orthodox Jews -- stayed silent publicly as Trump caused a firestorm by questioning the loyalty of some Jewish Americans to Israel.” Modern Orthodox Jews that I know renounce these two pretenders.,1,0,0,1,254,1,0,0,1,241-280
1193698756266467329,oneandonlydebs,2019-11-11 01:15:36+00:00,0,Jews,"Word of warning to those who have seen statistics saying 87% of British Jews think Corbyn is an antisemite, and 47% would consider emigrating if he became PM... the questions were put to just 0.28% of the Jewish community. In other words, it's bollox! #JC4PM",1,1,0,0,258,1,0,1,0,241-280
1093188617806196737,Simplymarvlous,2019-02-06 16:44:11+00:00,0,Jews,The Holocaust was legal. Slavery was legal. Segregation was legal.\n\nPeople who hid Jews in their homes were criminalized. People who freed slaves were criminalized. People who stood up for equality &amp; justice were vilified and criminalized. \n\nLegality is not a guide for morality!,1,0,0,1,287,1,0,0,1,281-320
1133843718316929024,ManitouStultus,2019-05-29 21:13:02+00:00,0,Jews,"#Litzmannstadt ghetto \n\nSo called kontyngent (a quota):\nGermans wanted to get eg.1,000 Jews ship to death camp...\nKing Chaim (#Rumkowski, head of the #Judenrat) was preparing a list... Sonderkommando together with Jewish Police dragged people out of bed at night &amp; deported. 🤔 https://t.co/tzEc0Zj9b2",1,1,0,0,308,1,0,1,0,281-320
1205940351753687046,Ambnt1,2019-12-14 19:59:19+00:00,0,Jews,"""A nativity scene without Jews, Arabs, Africans or refugees."" https://t.co/a8ilbFME9u",1,0,0,0,85,1,0,0,0,81-120
1123658133329416192,ellen_granado,2019-05-01 18:39:10+00:00,0,Jews,@TheDemCoalition @IlhanMN @realDonaldTrump Why are they trying to sell this as unity between jews and Muslims?,1,1,0,0,110,1,0,1,0,81-120
1141576396332052480,msmarbles2017,2019-06-20 05:19:57+00:00,0,Jews,"@GnasherJew @facebook They need to decide if the Talmudic Jews are good or bad. Those antisemites confuse me, one day they call the likes of TTJ and NK the Talmudic Jews and one day everyone else who's not.",1,0,0,1,206,1,0,0,1,201-240
1151018314014982144,bubblegenius,2019-07-16 06:38:45+00:00,0,Jews,"I have been pretty polite about this and so have other American Jews. But you really have to leave us out of your racist talking points. You are not helping us, you are not helping society, you are not helping Israel. Your racism is your thing and we are not your shield.",1,1,0,0,271,1,0,1,0,241-280
1094710529422229505,MARYNURSE1950,2019-02-10 21:31:43+00:00,0,Jews,"Reminding us that there is a conversation going on telling us that left-wing Jews aren't really Jews. My parents were told the same thing 80 and 90 years ago. Plus ça change, c'est la même chose, as we say in Yiddish. https://t.co/faA3yMbpet",1,0,0,1,241,1,0,0,1,241-280
1103847993466388481,Hamletthse3,2019-03-08 02:40:44+00:00,0,Jews,"@MsAvaArmstrong @RealJamesWoods I'm not a Jew, but the Jews are God's Chosen People therefore, I stand with the Jewish people...always!",1,1,0,1,135,1,0,1,1,121-160
1122223560167186433,mike_moroski,2019-04-27 19:38:41+00:00,0,Jews,"Well, one was fighting for a society that committed genocide against Jews &amp; the other for a society that committed genocide against people of color.  \nFortunately, authoritarian-loving ppl with zero empathy need never be disturbed by such truths. https://t.co/iXi7CpgWhk",1,0,0,0,275,1,0,0,0,241-280
1205115123276406784,FarseekerF,2019-12-12 13:20:10+00:00,0,Jews,STOP ATTACKING BLACK JEWS.\n\nBlack Jews are a part of our Jewish community.\n\nBlack Jews are not responsible for what happened in Jersey City.\n\nBlack Jews are not Black Hebrew Israelites.\n\nBlack Jews are in mourning too.\n\nOur Jewish community is only safe when Black Jews are too.,1,0,0,0,288,1,0,0,0,281-320
1095344336147894272,book_of_markov,2019-02-12 15:30:14+00:00,0,Jews,Wo unto the Jews were a free people.,1,0,0,1,36,1,0,0,1,0-80
1150737790986072065,schrocky6,2019-07-15 12:04:03+00:00,0,Jews,"“First they came for the socialists, and I did not speak out—because I was not a socialist...Then they came for the Jews, and I did not speak out—because I was not a Jew.Then they came for me—and there was no one left to speak for me.”—Martin Niemoller.\n\nhttps://t.co/ivTOf8lwy9",1,0,0,0,280,1,0,0,0,241-280
1080449831225700353,ThePinkHumanist,2019-01-02 13:04:48+00:00,0,Jews,‘A sad day for Jews’: Belgium bans religious slaughter https://t.co/YFzLYV3uig,1,0,0,0,78,1,0,0,0,0-80
1150874031232606211,LajosneVegh,2019-07-15 21:05:25+00:00,0,Jews,Susan Collins please don't pretend your cowardice in the face of Trump has anything to do with protecting Jews https://t.co/AF5VZcnJKH,1,0,0,0,134,1,0,0,0,121-160
1158206615792705536,EllenGill65,2019-08-05 02:42:30+00:00,0,Jews,Faces of Nazi guards who killed a million Jews go online https://t.co/UHL17HRSZu,1,1,0,0,80,1,0,1,0,0-80
1145625623563575296,Abby6691,2019-07-01 09:30:08+00:00,0,Jews,"Muslims, Christians, Jews and Hindus want you to have a doctorate in their religion before you criticize it. They all reject each other without this standard. Don't play their game. You don't need to know the details of Harry Potter's universe to know witchcraft is bullshit.",1,0,0,0,275,1,0,0,0,241-280
1206848356066217984,Colm1917,2019-12-17 08:07:24+00:00,0,Jews,"The @JewishChron, which asked non-Jews before the election to put themselves in Jewish shoes and empathise with the fear of antisemitism, publishes this dangerous and disgraceful article from Melanie Phillips that claims Islamophobia is bogus. Shameful. https://t.co/FgcC60i12J",1,0,0,0,277,1,0,0,0,241-280
1084543331005276161,GippersChutzpah,2019-01-13 20:10:54+00:00,0,Jews,@ArielElyseGold @akhammerman @grannycoo Agreed that Jews who converted should not be “vetted.” But the whole point of the first half of that article was that neither of them DID conversions. To claim they’re “Jewish” (regardless of political views) is a slap in the face to those who actually go through conversions.,1,0,0,0,316,1,0,0,0,281-320
1164142901942784000,Decker62S,2019-08-21 11:51:11+00:00,0,Jews,Trump’s outrageous accusation that most American Jews show “a total lack of knowledge or great disloyalty” is the most anti-Semitic thing he’s ever said. He owes an apology to the more than 6 million Jews in America—over 75% of whom voted Democrat in 2016.,1,1,0,1,256,1,0,1,1,241-280
1105121922709446657,Noetic_Karma,2019-03-11 15:02:53+00:00,0,Jews,Warning : Pakistan's state media have started frothing venom against Hindus and Jews. Govt of India should immediately call for population exchange between India and Pakistan. India has a moral right to demand safe passage for percecuted minorities in South Asia.,1,1,0,1,263,1,0,1,1,241-280
1099604329219190784,maxoufix,2019-02-24 09:37:56+00:00,0,Jews,"Mass grave of 1,000 Jews found under Belarus shooping mall site. “They included men, women, and children, all with gun shot wounds in their skulls.”  \n\nOnly 19 people out of 28,000 survived the liquidation of the Brest ghetto. #Shoah #Holocaust \n\nhttps://t.co/S56QhHPzDk",1,1,0,0,274,1,0,1,0,241-280
1164208701324111879,jbstaniforth,2019-08-21 16:12:39+00:00,0,Jews,"It’s unclear who @POTUS is claiming Jews would be “disloyal” to, but charges of disloyalty have long been used to attack Jews. As we’ve said before, it's possible to engage in the democratic process w/o these claims. It's long overdue to stop using Jews as a political football.",1,1,0,1,278,1,0,1,1,241-280
1194128207710183424,ziziaboo,2019-11-12 05:42:05+00:00,0,Jews,@RNgeno4real @Asmali77 @MediaCouncilK @NCIC_Kenya Do you know almost 90% of Europeans are uncircumcised with exception of jews?,1,0,0,1,127,1,0,0,1,121-160
1135587969572716551,mindserenade,2019-06-03 16:44:04+00:00,0,Jews,"@Socialismilucra He killed Jews and Slavs and just about every other group because he was an insane ethno-nationalist not because he was right wing.  He was beyond racist, he thought that Germans (and Austrians) were the master-race and all others were inferior.",1,1,0,1,262,1,0,1,1,241-280
1209074759759286272,KibirigeLou,2019-12-23 11:34:20+00:00,0,Jews,@DVATW Answer my question - are working class white people whites? Are working class Jewish people Jews? Stop your hateful rhetoric and focus on your own community.,1,0,0,1,164,1,0,0,1,161-200
1127992211705090048,PlankySmith,2019-05-13 17:41:15+00:00,0,Jews,"@Liz_Cheney @SpeakerPelosi @LeaderHoyer Please don't use Jews as political pawns, thanks. You're taking her comments out of context and it makes you look like an asshole",1,1,0,1,169,1,0,1,1,161-200
1104348923408334849,failedanarchist,2019-03-09 11:51:15+00:00,0,Jews,"The history of trying to silence  the unorthodox, non-orthodox Jews is a long one, which is why the torrent of abuse thrown at me here feels like an old script people found in a cupboard. My mother wore shorts and sang ‘Bandiera rossa va triomphera’. Imagine how that went down. https://t.co/EHv6L2rSZH",1,0,0,0,302,1,0,0,0,281-320
1095698808107872259,Max_Not_Mark,2019-02-13 14:58:47+00:00,0,Jews,"Hi @realDonaldTrump- \n\nYou have trafficked in hate your whole life—against Jews, Muslims, Indigenous, immigrants, black people and more. I learned from people impacted by my words. When will you? https://t.co/EqqTyjkiNE",1,1,0,1,221,1,0,1,1,201-240
1141028281749139457,MaryandBessie,2019-06-18 17:01:56+00:00,0,Jews,Please @AOC do us all a favor and spend just a few minutes learning some actual history. 6 million Jews were exterminated in the Holocaust. You demean their memory and disgrace yourself with comments like this. https://t.co/NX5KPPb2Hl,1,0,0,0,234,1,0,0,0,201-240
1132866415701221382,deenie7940,2019-05-27 04:29:35+00:00,0,Jews,"U.S. ambassador urges Jews in Germany to wear kippa, not conceal identity | The Jerusalem post https://t.co/f1SP3WC2fs",1,0,0,0,118,1,0,0,0,81-120
1164668176002617346,Teresa_LS,2019-08-22 22:38:26+00:00,0,Jews,And WTH is the #GOP? If they think any Jews or people of color (or Danes) will EVER trust them again after their silence on all this - they are sorely mistaken.,1,1,0,0,160,1,0,1,0,121-160
1151885162155839488,BetsyBG,2019-07-18 16:03:18+00:00,0,Jews,"@Ursula1781 @gabeschoenfeld @RJC Wait wait wait...please tell me I’m misunderstanding the “rich Jews in Germany...” part. Are we now victim-blaming for the Holocaust? Something tells me the WASPY American 1% won’t find themselves in concentration camps or gas chambers, mass graves, or incinerators.",1,1,0,1,299,1,0,1,1,281-320
1122339095978446848,amvn90210,2019-04-28 03:17:47+00:00,0,Jews,"@RayPoetry Bless you Ray, the violence towards Christians and Jews just breaks my heart!",1,0,0,0,88,1,0,0,0,81-120
1185168969126338560,TheProleStar,2019-10-18 12:21:16+00:00,0,Jews,@MichaelRosenYes Jews in the Labour Party are perfectly safe - unless they support Palestine/criticise Israel/support Jeremy Corbyn - in which case they will often be attacked by people like Louise Ellman. The Labour Party is a safer place for Jewish comrades without her. https://t.co/NmqOH0iSjd,1,0,0,1,296,1,0,0,1,281-320
1145079528534003714,helitzur,2019-06-29 21:20:08+00:00,0,Jews,"@guybranum If the hetero Jews and the gay goyim all combine forces, can we summon enough clout to help you all kick Kirchik out of both clubs?",1,0,0,1,142,1,0,0,1,121-160
1197913137992884224,DianeLindsay17,2019-11-22 16:22:02+00:00,0,Jews,"If someone from the left wrote about Jews the way Douglas Murray writes about Muslims, they wouldn't get anywhere near a BBC studio. So why does the BBC keep giving a platform to ultra right-wing Islamophobes like Murray, Melanie Phillips and Rod Liddle? @RobBurl #PoliticsLive",1,0,0,1,277,1,0,0,1,241-280
1187403288007888898,AvrahamGoodman,2019-10-24 16:19:39+00:00,0,Jews,Something is rotted in our police department...\n\nJews attacked near Hurva Synagogue in J'lem Old City\n\nJews attacked by Arabs on Simchat Torah night. One of the injured worshipers came to complain to police - and was detained for questioning.\n\nhttps://t.co/kTxfrwpUUa,1,0,0,0,273,1,0,0,0,241-280
1117112152048001025,NotThatReba,2019-04-13 17:07:46+00:00,0,Jews,"as Jews its our job to hold our own accountable. If you hear any Jews siding with Trump over @IlhanMN or otherwise inciting Islamophobia its up to you to stop it.\n\n""It is not your responsibility to finish the work, but you are not free to desist from it either"" (Pirkei Avot 2:16)",1,1,0,0,282,1,0,1,0,281-320
1162158344330723333,moderatemama,2019-08-16 00:25:15+00:00,0,Jews,"We oppose the @USDOL proposed rule to allow employers to discriminate in hiring and contracting on the basis of religion. ""No Jews, No Gays, need apply"" is utterly unacceptable &amp; the proposal must be withdrawn. https://t.co/42cUqTgZA3",1,1,0,1,238,1,0,1,1,201-240
1102580197986131968,DuchessRutabaga,2019-03-04 14:42:58+00:00,0,Jews,@IlhanMN Lots of American Jews feeling no Love for Right Wing Criminals in Israeli Government. #IStandWithIlhan,1,0,0,1,111,1,0,0,1,81-120
1109176445258133504,Janetlawlor2,2019-03-22 19:34:06+00:00,0,Jews,"Why do Trump and the GOP keep pushing the notion that the Democrats hate Jews? Conservative evangelical voters love to cite the GOP’s “pro Israel” stance as a reason they vote Republican.\n\nMeanwhile back in the real world, the data shows that around 75% of Jews vote Democrat.",1,0,0,0,278,1,0,0,0,241-280
1239389908076126209,JustSayXtian,2020-03-16 03:15:55+00:00,0,Jews,"y'all, sobbing: please, think about what you're doing, you can't just ferment *everything*\n\njews: [putting a whole brisket in pickle brine] oh yeah? Watch us.",1,0,0,1,160,1,0,0,1,121-160
1232172132966322177,luzell29481399,2020-02-25 05:15:03+00:00,0,Jews,"Bernie Sanders Insults Israel, Jews and Backs ‘Palestinian Rights’ https://t.co/laJF5MU7R0",1,0,0,1,90,1,0,0,1,81-120
1217911201553887238,MisaAzra,2020-01-16 20:47:12+00:00,0,Jews,"Iran's regime represses #religiousfreedom. Baha'is, Christians, Jews, Zoroastrians, and Sunni and Sufi Muslims face widespread persecution, discrimination, and imprisonment. https://t.co/BCVgjbjXAG",1,0,0,0,197,1,0,0,0,161-200
1243003335415869442,DiceyPrince_,2020-03-26 02:34:23+00:00,0,Jews,"Adolf is remembered for his rabid antisemitic sentiment and brutal murder of 6 million Jews.\nThe truth is up until WW2, Europe had been brutally antisemitic and nobody really cared what he did with the Jews. As far back as 1219, through the edict of expulsion Edward 1 expelled..",1,0,0,0,280,1,0,0,0,241-280
1255970988392615938,FrnkBntz,2020-04-30 21:23:13+00:00,0,Jews,"For months the Jewish communities of NYC begged the city administration for increased NYPD presence, as Jews were getting smashed in the head with bricks. We were told the manpower was unavailable. Today that was shown to be a lie. https://t.co/NYQX9qYsKS",1,1,0,0,255,1,0,1,0,241-280
1219709792916127744,WhiteLotus3_9,2020-01-21 19:54:10+00:00,0,Jews,"Is it ok for Blacks, Mexicans, Muslims &amp; Jews to do this?\n\n— or is it only cool for insecure white power pussies who are so afraid of women that they simply can't get any sex with another human?\n\n— this isn't responsible gun ownership\n\n— it's legalized bullying &amp; terrorist threat https://t.co/c84hIu5DhK",1,1,0,1,318,1,0,1,1,281-320
1229879849751171072,bluestarpr,2020-02-18 21:26:20+00:00,0,Jews,The late King of Iran Reza Shah Pahlavi helped pull millions of religious minorities including Jews living in Iran out of horrific poverty during his reign &amp; protected them from physical harm. TODAY those who disrespect &amp; call him anti-Semitic or pro-Nazi today are 100% IDIOTS! https://t.co/2k6l6VU9vu,1,0,0,0,310,1,0,0,0,281-320
1252777014584471553,EvilGreenRangr,2020-04-22 01:51:30+00:00,0,Jews,"You can say Jews, Congresswoman. https://t.co/9WrjaUvpsC",1,0,0,0,56,1,0,0,0,0-80
1223990050393862145,HopelessLiberal,2020-02-02 15:22:23+00:00,0,Jews,1939: 900+ Jews tried to escape Nazi Germany on the St. Louis. Entry to the US was denied. Nearly 1/3 were murdered in the Holocaust. Now: Trump expands his Muslim ban &amp; continues to violate intl law on asylum seekers. His immigration policy is a throw back to a shameful era. https://t.co/60qssEPPi2,1,0,0,1,304,1,0,0,1,281-320
1241908011787898883,surinderTalking,2020-03-23 02:01:58+00:00,0,Jews,"Sikhs have the spirit to make world peaceful. Dear christians, muslims, jews and bodhis lets be together to kill the evils.",1,0,0,1,123,1,0,0,1,121-160
1227045839945838592,PSW_66,2020-02-11 01:45:00+00:00,0,Jews,"@MrRussert @chucktodd @BernieSanders My Great-aunt Golda &amp; her daughter, Polish Jews (Bundists) who died at the hands of fascists. \n\n#FireChuckTodd https://t.co/RY0FMx9k6y",1,0,0,0,177,1,0,0,0,161-200
1245753396252065802,whatmjtweeted,2020-04-02 16:42:09+00:00,0,Jews,@MARKOFBLADEZ @EK1GamingTV I’d say content and views count more than subs I’d sooner have 30 k. Jews and 1k followers,1,0,0,1,117,1,0,0,1,81-120
1223769776436207617,RealBettyCrocka,2020-02-02 00:47:05+00:00,0,Jews,"Jews and Muslims. Chants in Hebrew and Arabic.\n\nThis is the protest tonight in the streets of Tel Aviv against Trump’s “peace plan.”\n\nTrump is rejected not just in the United States, but around the world.\n\n https://t.co/K7wWDSp92U",1,0,0,0,236,1,0,0,0,201-240
1245862504783208450,0nly4U2c,2020-04-02 23:55:42+00:00,0,Jews,@anewjusta It's too unsettling to teach the Holocaust. And it was only Jews... So there's that... &lt;insert sarcasm font&gt;,1,1,0,1,125,1,0,1,1,121-160
1221886349835456514,cesar_clavijo16,2020-01-27 20:03:02+00:00,0,Jews,Fun fact for Holocaust Remembrance Day: this was the same tactic used to keep European Jews out of the United States in the 1930s. https://t.co/ufVU73Rmmd,1,1,0,1,154,1,0,1,1,121-160
1223909721096192000,daud95,2020-02-02 10:03:11+00:00,0,Jews,"Jesus Christ, if you are listening sitting in skies ,somewhere, please please come down now, jews are waiting for you, Christian’s are waiting for you, Muslims are waiting for you. In Pakistan 🇵🇰 Khatam e Nabuwat is a big issue because of you. If you come AHMADIYYAT will FINISH. https://t.co/mE6P7pkCnN",1,1,0,1,303,1,0,1,1,281-320
